cola_p1,cola_p2,dist_p1,dist_p2,decision_correcta
3,35,5.0,12.0,Pala 1
6,3,5.0,12.0,Pala 2
44,35,5.0,12.0,Pala 2
34,17,5.0,12.0,Pala 2
47,49,5.0,12.0,Pala 1
8,15,5.0,12.0,Pala 1
7,40,5.0,12.0,Pala 1
44,17,5.0,12.0,Pala 2
16,21,5.0,12.0,Pala 1
16,1,5.0,12.0,Pala 2
48,20,5.0,12.0,Pala 2
32,35,5.0,12.0,Pala 1
31,43,5.0,12.0,Pala 1
7,38,5.0,12.0,Pala 1
18,46,5.0,12.0,Pala 1
37,38,5.0,12.0,Pala 2
2,28,5.0,12.0,Pala 1
4,25,5.0,12.0,Pala 1
12,20,5.0,12.0,Pala 1
46,16,5.0,12.0,Pala 2
45,15,5.0,12.0,Pala 2
30,30,5.0,12.0,Pala 1
15,8,5.0,12.0,Pala 1
49,30,5.0,12.0,Pala 2
31,13,5.0,12.0,Pala 2
21,48,5.0,12.0,Pala 1
28,36,5.0,12.0,Pala 1
21,1,5.0,12.0,Pala 2
42,47,5.0,12.0,Pala 1
2,45,5.0,12.0,Pala 1
9,13,5.0,12.0,Pala 1
41,32,5.0,12.0,Pala 2
20,34,5.0,12.0,Pala 1
15,38,5.0,12.0,Pala 1
11,46,5.0,12.0,Pala 1
1,19,5.0,12.0,Pala 1
40,1,5.0,12.0,Pala 2
23,40,5.0,12.0,Pala 1
34,18,5.0,12.0,Pala 2
29,36,5.0,12.0,Pala 1
29,17,5.0,12.0,Pala 2
46,15,5.0,12.0,Pala 2
34,3,5.0,12.0,Pala 2
18,11,5.0,12.0,Pala 2
49,28,5.0,12.0,Pala 2
7,6,5.0,12.0,Pala 2
25,13,5.0,12.0,Pala 2
48,11,5.0,12.0,Pala 2
39,34,5.0,12.0,Pala 2
6,4,5.0,12.0,Pala 1
29,16,5.0,12.0,Pala 2
6,41,5.0,12.0,Pala 1
2,31,5.0,12.0,Pala 1
0,9,5.0,12.0,Pala 1
35,42,5.0,12.0,Pala 1
24,16,5.0,12.0,Pala 1
36,4,5.0,12.0,Pala 2
0,44,5.0,12.0,Pala 1
14,41,5.0,12.0,Pala 1
36,8,5.0,12.0,Pala 2
12,48,5.0,12.0,Pala 1
39,32,5.0,12.0,Pala 2
7,35,5.0,12.0,Pala 1
4,35,5.0,12.0,Pala 1
8,17,5.0,12.0,Pala 1
0,8,5.0,12.0,Pala 1
35,28,5.0,12.0,Pala 2
34,49,5.0,12.0,Pala 1
1,13,5.0,12.0,Pala 1
39,24,5.0,12.0,Pala 2
22,14,5.0,12.0,Pala 2
8,5,5.0,12.0,Pala 2
33,41,5.0,12.0,Pala 1
45,28,5.0,12.0,Pala 2
13,14,5.0,12.0,Pala 1
3,28,5.0,12.0,Pala 1
29,3,5.0,12.0,Pala 2
30,17,5.0,12.0,Pala 2
37,49,5.0,12.0,Pala 1
10,48,5.0,12.0,Pala 1
34,43,5.0,12.0,Pala 1
7,38,5.0,12.0,Pala 1
2,15,5.0,12.0,Pala 1
13,10,5.0,12.0,Pala 2
12,13,5.0,12.0,Pala 1
44,2,5.0,12.0,Pala 2
31,49,5.0,12.0,Pala 1
33,41,5.0,12.0,Pala 1
44,37,5.0,12.0,Pala 2
18,44,5.0,12.0,Pala 1
37,41,5.0,12.0,Pala 1
15,17,5.0,12.0,Pala 1
1,19,5.0,12.0,Pala 1
39,47,5.0,12.0,Pala 1
16,24,5.0,12.0,Pala 1
33,37,5.0,12.0,Pala 1
41,12,5.0,12.0,Pala 2
15,3,5.0,12.0,Pala 2
37,13,5.0,12.0,Pala 2
1,32,5.0,12.0,Pala 1
1,27,5.0,12.0,Pala 1
25,36,5.0,12.0,Pala 1
12,7,5.0,12.0,Pala 2
46,43,5.0,12.0,Pala 1
30,33,5.0,12.0,Pala 1
33,43,5.0,12.0,Pala 1
38,4,5.0,12.0,Pala 2
2,4,5.0,12.0,Pala 1
7,30,5.0,12.0,Pala 1
22,44,5.0,12.0,Pala 1
13,8,5.0,12.0,Pala 1
26,41,5.0,12.0,Pala 1
28,31,5.0,12.0,Pala 1
38,32,5.0,12.0,Pala 2
38,2,5.0,12.0,Pala 2
0,29,5.0,12.0,Pala 1
16,49,5.0,12.0,Pala 1
40,11,5.0,12.0,Pala 2
29,28,5.0,12.0,Pala 1
12,2,5.0,12.0,Pala 2
20,25,5.0,12.0,Pala 1
18,29,5.0,12.0,Pala 1
18,8,5.0,12.0,Pala 2
24,25,5.0,12.0,Pala 1
21,1,5.0,12.0,Pala 2
30,2,5.0,12.0,Pala 2
16,45,5.0,12.0,Pala 1
22,3,5.0,12.0,Pala 2
31,24,5.0,12.0,Pala 1
9,12,5.0,12.0,Pala 1
9,38,5.0,12.0,Pala 1
35,43,5.0,12.0,Pala 1
7,34,5.0,12.0,Pala 1
19,22,5.0,12.0,Pala 1
31,8,5.0,12.0,Pala 2
49,1,5.0,12.0,Pala 2
13,40,5.0,12.0,Pala 1
49,43,5.0,12.0,Pala 1
27,30,5.0,12.0,Pala 1
45,43,5.0,12.0,Pala 2
23,46,5.0,12.0,Pala 1
14,1,5.0,12.0,Pala 2
21,31,5.0,12.0,Pala 1
29,17,5.0,12.0,Pala 2
3,12,5.0,12.0,Pala 1
12,45,5.0,12.0,Pala 1
22,4,5.0,12.0,Pala 2
7,41,5.0,12.0,Pala 1
17,43,5.0,12.0,Pala 1
11,9,5.0,12.0,Pala 1
30,42,5.0,12.0,Pala 1
13,24,5.0,12.0,Pala 1
33,33,5.0,12.0,Pala 1
17,36,5.0,12.0,Pala 1
33,29,5.0,12.0,Pala 1
10,6,5.0,12.0,Pala 2
40,5,5.0,12.0,Pala 2
11,2,5.0,12.0,Pala 2
48,12,5.0,12.0,Pala 2
14,2,5.0,12.0,Pala 2
30,25,5.0,12.0,Pala 1
48,23,5.0,12.0,Pala 2
28,5,5.0,12.0,Pala 2
25,42,5.0,12.0,Pala 1
17,48,5.0,12.0,Pala 1
31,41,5.0,12.0,Pala 1
21,11,5.0,12.0,Pala 2
37,48,5.0,12.0,Pala 1
16,35,5.0,12.0,Pala 1
22,1,5.0,12.0,Pala 2
23,10,5.0,12.0,Pala 2
49,38,5.0,12.0,Pala 2
7,33,5.0,12.0,Pala 1
40,25,5.0,12.0,Pala 2
5,17,5.0,12.0,Pala 1
4,20,5.0,12.0,Pala 1
43,35,5.0,12.0,Pala 1
28,39,5.0,12.0,Pala 1
27,45,5.0,12.0,Pala 1
10,43,5.0,12.0,Pala 1
0,21,5.0,12.0,Pala 1
42,29,5.0,12.0,Pala 2
18,49,5.0,12.0,Pala 1
8,42,5.0,12.0,Pala 1
26,29,5.0,12.0,Pala 1
33,7,5.0,12.0,Pala 2
43,33,5.0,12.0,Pala 2
3,46,5.0,12.0,Pala 1
35,8,5.0,12.0,Pala 2
17,19,5.0,12.0,Pala 1
14,39,5.0,12.0,Pala 1
12,24,5.0,12.0,Pala 1
18,18,5.0,12.0,Pala 1
48,4,5.0,12.0,Pala 2
5,10,5.0,12.0,Pala 1
47,14,5.0,12.0,Pala 2
11,7,5.0,12.0,Pala 1
36,18,5.0,12.0,Pala 2
16,22,5.0,12.0,Pala 1
22,26,5.0,12.0,Pala 1
25,39,5.0,12.0,Pala 1
28,31,5.0,12.0,Pala 1
32,25,5.0,12.0,Pala 1
26,26,5.0,12.0,Pala 1
24,18,5.0,12.0,Pala 2
9,49,5.0,12.0,Pala 1
46,41,5.0,12.0,Pala 2
22,28,5.0,12.0,Pala 1
20,38,5.0,12.0,Pala 1
20,40,5.0,12.0,Pala 1
42,32,5.0,12.0,Pala 2
12,18,5.0,12.0,Pala 1
36,36,5.0,12.0,Pala 2
32,18,5.0,12.0,Pala 2
23,32,5.0,12.0,Pala 1
43,46,5.0,12.0,Pala 1
10,15,5.0,12.0,Pala 1
16,22,5.0,12.0,Pala 1
3,6,5.0,12.0,Pala 1
46,25,5.0,12.0,Pala 2
24,31,5.0,12.0,Pala 1
29,11,5.0,12.0,Pala 2
8,7,5.0,12.0,Pala 1
20,4,5.0,12.0,Pala 2
19,41,5.0,12.0,Pala 1
18,27,5.0,12.0,Pala 1
18,4,5.0,12.0,Pala 2
11,48,5.0,12.0,Pala 1
36,25,5.0,12.0,Pala 2
41,4,5.0,12.0,Pala 2
16,21,5.0,12.0,Pala 1
36,14,5.0,12.0,Pala 2
47,12,5.0,12.0,Pala 2
38,27,5.0,12.0,Pala 2
27,32,5.0,12.0,Pala 1
40,42,5.0,12.0,Pala 1
34,22,5.0,12.0,Pala 2
46,32,5.0,12.0,Pala 2
47,42,5.0,12.0,Pala 2
17,17,5.0,12.0,Pala 1
13,49,5.0,12.0,Pala 1
34,29,5.0,12.0,Pala 2
43,25,5.0,12.0,Pala 2
40,15,5.0,12.0,Pala 2
6,12,5.0,12.0,Pala 1
40,38,5.0,12.0,Pala 2
12,32,5.0,12.0,Pala 1
17,25,5.0,12.0,Pala 1
36,47,5.0,12.0,Pala 1
12,0,5.0,12.0,Pala 2
35,48,5.0,12.0,Pala 1
30,37,5.0,12.0,Pala 1
1,1,5.0,12.0,Pala 1
15,48,5.0,12.0,Pala 1
8,5,5.0,12.0,Pala 1
8,45,5.0,12.0,Pala 1
37,49,5.0,12.0,Pala 1
10,37,5.0,12.0,Pala 1
21,41,5.0,12.0,Pala 1
32,23,5.0,12.0,Pala 2
35,17,5.0,12.0,Pala 2
44,26,5.0,12.0,Pala 2
22,40,5.0,12.0,Pala 1
44,7,5.0,12.0,Pala 2
44,27,5.0,12.0,Pala 2
33,9,5.0,12.0,Pala 2
8,16,5.0,12.0,Pala 1
23,28,5.0,12.0,Pala 1
7,5,5.0,12.0,Pala 1
6,13,5.0,12.0,Pala 1
35,21,5.0,12.0,Pala 2
17,5,5.0,12.0,Pala 2
2,25,5.0,12.0,Pala 1
27,38,5.0,12.0,Pala 1
5,11,5.0,12.0,Pala 1
43,34,5.0,12.0,Pala 2
43,13,5.0,12.0,Pala 2
20,21,5.0,12.0,Pala 1
27,22,5.0,12.0,Pala 2
39,47,5.0,12.0,Pala 1
0,6,5.0,12.0,Pala 1
35,39,5.0,12.0,Pala 1
20,49,5.0,12.0,Pala 1
42,24,5.0,12.0,Pala 2
34,12,5.0,12.0,Pala 2
12,20,5.0,12.0,Pala 1
48,40,5.0,12.0,Pala 2
9,9,5.0,12.0,Pala 1
43,8,5.0,12.0,Pala 2
46,14,5.0,12.0,Pala 2
9,1,5.0,12.0,Pala 2
45,24,5.0,12.0,Pala 2
12,12,5.0,12.0,Pala 1
36,33,5.0,12.0,Pala 1
37,33,5.0,12.0,Pala 1
23,34,5.0,12.0,Pala 1
1,37,5.0,12.0,Pala 1
21,2,5.0,12.0,Pala 2
16,41,5.0,12.0,Pala 1
35,5,5.0,12.0,Pala 2
13,47,5.0,12.0,Pala 1
9,48,5.0,12.0,Pala 1
34,18,5.0,12.0,Pala 2
24,2,5.0,12.0,Pala 2
2,17,5.0,12.0,Pala 1
46,38,5.0,12.0,Pala 2
37,8,5.0,12.0,Pala 2
16,11,5.0,12.0,Pala 2
11,4,5.0,12.0,Pala 2
23,2,5.0,12.0,Pala 2
28,10,5.0,12.0,Pala 2
42,29,5.0,12.0,Pala 2
24,3,5.0,12.0,Pala 2
35,4,5.0,12.0,Pala 2
25,0,5.0,12.0,Pala 2
37,26,5.0,12.0,Pala 2
0,27,5.0,12.0,Pala 1
19,28,5.0,12.0,Pala 1
27,17,5.0,12.0,Pala 2
15,11,5.0,12.0,Pala 2
46,12,5.0,12.0,Pala 2
16,40,5.0,12.0,Pala 1
39,1,5.0,12.0,Pala 2
27,36,5.0,12.0,Pala 1
11,44,5.0,12.0,Pala 1
26,15,5.0,12.0,Pala 2
41,47,5.0,12.0,Pala 1
46,23,5.0,12.0,Pala 2
29,34,5.0,12.0,Pala 1
40,21,5.0,12.0,Pala 2
33,35,5.0,12.0,Pala 1
36,10,5.0,12.0,Pala 2
5,45,5.0,12.0,Pala 1
6,28,5.0,12.0,Pala 1
31,34,5.0,12.0,Pala 1
31,47,5.0,12.0,Pala 1
24,14,5.0,12.0,Pala 2
32,30,5.0,12.0,Pala 2
6,41,5.0,12.0,Pala 1
11,40,5.0,12.0,Pala 1
15,42,5.0,12.0,Pala 1
15,15,5.0,12.0,Pala 2
42,9,5.0,12.0,Pala 2
35,48,5.0,12.0,Pala 1
12,31,5.0,12.0,Pala 1
6,1,5.0,12.0,Pala 2
35,23,5.0,12.0,Pala 2
46,22,5.0,12.0,Pala 2
8,1,5.0,12.0,Pala 2
31,37,5.0,12.0,Pala 1
10,30,5.0,12.0,Pala 1
7,39,5.0,12.0,Pala 1
32,25,5.0,12.0,Pala 1
22,28,5.0,12.0,Pala 1
24,2,5.0,12.0,Pala 2
7,13,5.0,12.0,Pala 1
44,24,5.0,12.0,Pala 2
21,47,5.0,12.0,Pala 1
3,0,5.0,12.0,Pala 2
39,2,5.0,12.0,Pala 2
2,25,5.0,12.0,Pala 1
28,17,5.0,12.0,Pala 2
40,8,5.0,12.0,Pala 2
28,37,5.0,12.0,Pala 1
33,22,5.0,12.0,Pala 2
33,20,5.0,12.0,Pala 2
27,0,5.0,12.0,Pala 2
12,20,5.0,12.0,Pala 1
14,26,5.0,12.0,Pala 1
22,41,5.0,12.0,Pala 1
43,5,5.0,12.0,Pala 2
25,43,5.0,12.0,Pala 1
3,35,5.0,12.0,Pala 1
25,27,5.0,12.0,Pala 1
39,44,5.0,12.0,Pala 1
8,16,5.0,12.0,Pala 1
4,39,5.0,12.0,Pala 1
31,2,5.0,12.0,Pala 2
19,11,5.0,12.0,Pala 2
49,38,5.0,12.0,Pala 2
10,11,5.0,12.0,Pala 1
14,1,5.0,12.0,Pala 2
31,45,5.0,12.0,Pala 1
27,21,5.0,12.0,Pala 2
21,22,5.0,12.0,Pala 1
40,29,5.0,12.0,Pala 2
16,4,5.0,12.0,Pala 2
25,8,5.0,12.0,Pala 2
43,20,5.0,12.0,Pala 2
6,10,5.0,12.0,Pala 1
41,4,5.0,12.0,Pala 2
25,34,5.0,12.0,Pala 1
24,26,5.0,12.0,Pala 1
9,48,5.0,12.0,Pala 1
44,1,5.0,12.0,Pala 2
18,23,5.0,12.0,Pala 1
10,30,5.0,12.0,Pala 1
12,32,5.0,12.0,Pala 1
7,38,5.0,12.0,Pala 1
39,29,5.0,12.0,Pala 2
3,45,5.0,12.0,Pala 1
46,36,5.0,12.0,Pala 1
30,27,5.0,12.0,Pala 2
27,30,5.0,12.0,Pala 1
10,10,5.0,12.0,Pala 1
42,22,5.0,12.0,Pala 2
0,1,5.0,12.0,Pala 1
48,39,5.0,12.0,Pala 2
46,40,5.0,12.0,Pala 1
37,26,5.0,12.0,Pala 2
23,34,5.0,12.0,Pala 1
46,1,5.0,12.0,Pala 2
30,38,5.0,12.0,Pala 1
40,36,5.0,12.0,Pala 2
45,20,5.0,12.0,Pala 2
49,4,5.0,12.0,Pala 2
25,44,5.0,12.0,Pala 1
48,20,5.0,12.0,Pala 2
49,28,5.0,12.0,Pala 2
4,19,5.0,12.0,Pala 1
19,37,5.0,12.0,Pala 1
40,19,5.0,12.0,Pala 2
10,49,5.0,12.0,Pala 1
32,24,5.0,12.0,Pala 2
49,1,5.0,12.0,Pala 2
37,31,5.0,12.0,Pala 1
26,25,5.0,12.0,Pala 1
33,5,5.0,12.0,Pala 2
14,40,5.0,12.0,Pala 1
31,2,5.0,12.0,Pala 2
20,32,5.0,12.0,Pala 1
45,0,5.0,12.0,Pala 2
4,4,5.0,12.0,Pala 1
5,12,5.0,12.0,Pala 1
37,18,5.0,12.0,Pala 2
21,11,5.0,12.0,Pala 2
17,47,5.0,12.0,Pala 1
13,24,5.0,12.0,Pala 1
9,34,5.0,12.0,Pala 1
45,11,5.0,12.0,Pala 2
12,29,5.0,12.0,Pala 1
30,4,5.0,12.0,Pala 2
29,33,5.0,12.0,Pala 1
2,21,5.0,12.0,Pala 1
29,38,5.0,12.0,Pala 1
5,12,5.0,12.0,Pala 1
28,46,5.0,12.0,Pala 1
7,2,5.0,12.0,Pala 2
43,19,5.0,12.0,Pala 2
44,30,5.0,12.0,Pala 2
42,4,5.0,12.0,Pala 2
43,23,5.0,12.0,Pala 2
32,39,5.0,12.0,Pala 1
16,32,5.0,12.0,Pala 1
47,7,5.0,12.0,Pala 2
10,23,5.0,12.0,Pala 1
12,49,5.0,12.0,Pala 1
49,19,5.0,12.0,Pala 2
10,15,5.0,12.0,Pala 1
30,49,5.0,12.0,Pala 1
27,11,5.0,12.0,Pala 2
43,12,5.0,12.0,Pala 2
5,44,5.0,12.0,Pala 1
40,41,5.0,12.0,Pala 1
15,38,5.0,12.0,Pala 1
3,24,5.0,12.0,Pala 1
34,45,5.0,12.0,Pala 1
47,31,5.0,12.0,Pala 2
25,23,5.0,12.0,Pala 1
11,47,5.0,12.0,Pala 1
10,46,5.0,12.0,Pala 1
36,43,5.0,12.0,Pala 1
24,8,5.0,12.0,Pala 2
17,39,5.0,12.0,Pala 1
18,49,5.0,12.0,Pala 1
22,22,5.0,12.0,Pala 1
37,49,5.0,12.0,Pala 1
17,12,5.0,12.0,Pala 1
25,31,5.0,12.0,Pala 1
5,49,5.0,12.0,Pala 1
3,14,5.0,12.0,Pala 1
43,35,5.0,12.0,Pala 2
28,48,5.0,12.0,Pala 1
33,4,5.0,12.0,Pala 2
16,21,5.0,12.0,Pala 1
42,15,5.0,12.0,Pala 2
42,40,5.0,12.0,Pala 2
15,9,5.0,12.0,Pala 2
1,23,5.0,12.0,Pala 1
33,17,5.0,12.0,Pala 2
7,48,5.0,12.0,Pala 1
12,17,5.0,12.0,Pala 1
41,6,5.0,12.0,Pala 2
7,3,5.0,12.0,Pala 2
29,25,5.0,12.0,Pala 1
31,4,5.0,12.0,Pala 2
35,15,5.0,12.0,Pala 2
46,34,5.0,12.0,Pala 2
29,25,5.0,12.0,Pala 2
0,17,5.0,12.0,Pala 1
42,28,5.0,12.0,Pala 2
38,22,5.0,12.0,Pala 2
16,13,5.0,12.0,Pala 2
19,14,5.0,12.0,Pala 1
23,48,5.0,12.0,Pala 1
49,32,5.0,12.0,Pala 2
21,24,5.0,12.0,Pala 1
28,20,5.0,12.0,Pala 2
21,16,5.0,12.0,Pala 1
43,22,5.0,12.0,Pala 2
8,42,5.0,12.0,Pala 1
36,16,5.0,12.0,Pala 2
9,13,5.0,12.0,Pala 1
35,28,5.0,12.0,Pala 2
36,19,5.0,12.0,Pala 2
27,29,5.0,12.0,Pala 1
27,18,5.0,12.0,Pala 2
41,38,5.0,12.0,Pala 2
42,12,5.0,12.0,Pala 2
20,17,5.0,12.0,Pala 1
23,22,5.0,12.0,Pala 2
41,45,5.0,12.0,Pala 1
39,32,5.0,12.0,Pala 1
1,38,5.0,12.0,Pala 1
7,39,5.0,12.0,Pala 1
47,17,5.0,12.0,Pala 2
26,8,5.0,12.0,Pala 2
21,32,5.0,12.0,Pala 1
36,31,5.0,12.0,Pala 2
26,16,5.0,12.0,Pala 2
28,18,5.0,12.0,Pala 2
2,26,5.0,12.0,Pala 1
43,5,5.0,12.0,Pala 2
12,34,5.0,12.0,Pala 1
44,36,5.0,12.0,Pala 2
9,33,5.0,12.0,Pala 1
35,19,5.0,12.0,Pala 2
8,24,5.0,12.0,Pala 1
26,3,5.0,12.0,Pala 2
33,9,5.0,12.0,Pala 2
0,9,5.0,12.0,Pala 1
31,23,5.0,12.0,Pala 2
24,20,5.0,12.0,Pala 1
28,10,5.0,12.0,Pala 2
6,26,5.0,12.0,Pala 1
48,15,5.0,12.0,Pala 2
2,25,5.0,12.0,Pala 1
19,29,5.0,12.0,Pala 1
19,48,5.0,12.0,Pala 1
29,15,5.0,12.0,Pala 2
34,6,5.0,12.0,Pala 2
34,15,5.0,12.0,Pala 2
48,34,5.0,12.0,Pala 2
38,15,5.0,12.0,Pala 2
26,39,5.0,12.0,Pala 1
25,11,5.0,12.0,Pala 2
13,34,5.0,12.0,Pala 1
16,48,5.0,12.0,Pala 1
17,20,5.0,12.0,Pala 1
44,49,5.0,12.0,Pala 1
28,42,5.0,12.0,Pala 1
19,35,5.0,12.0,Pala 1
26,47,5.0,12.0,Pala 1
17,16,5.0,12.0,Pala 2
3,31,5.0,12.0,Pala 1
0,40,5.0,12.0,Pala 1
49,5,5.0,12.0,Pala 2
0,23,5.0,12.0,Pala 1
25,26,5.0,12.0,Pala 1
44,19,5.0,12.0,Pala 2
19,24,5.0,12.0,Pala 1
22,1,5.0,12.0,Pala 2
9,8,5.0,12.0,Pala 1
10,27,5.0,12.0,Pala 1
40,37,5.0,12.0,Pala 2
40,2,5.0,12.0,Pala 2
4,19,5.0,12.0,Pala 1
0,5,5.0,12.0,Pala 1
16,38,5.0,12.0,Pala 1
21,32,5.0,12.0,Pala 1
33,0,5.0,12.0,Pala 2
44,36,5.0,12.0,Pala 2
40,5,5.0,12.0,Pala 2
28,44,5.0,12.0,Pala 1
3,33,5.0,12.0,Pala 1
4,46,5.0,12.0,Pala 1
10,14,5.0,12.0,Pala 1
20,44,5.0,12.0,Pala 1
34,25,5.0,12.0,Pala 1
11,13,5.0,12.0,Pala 1
25,6,5.0,12.0,Pala 2
18,45,5.0,12.0,Pala 1
44,30,5.0,12.0,Pala 2
6,23,5.0,12.0,Pala 1
46,30,5.0,12.0,Pala 2
6,28,5.0,12.0,Pala 1
25,41,5.0,12.0,Pala 1
39,31,5.0,12.0,Pala 2
4,16,5.0,12.0,Pala 1
20,13,5.0,12.0,Pala 2
13,39,5.0,12.0,Pala 1
3,35,5.0,12.0,Pala 1
22,47,5.0,12.0,Pala 1
41,23,5.0,12.0,Pala 2
19,44,5.0,12.0,Pala 1
14,26,5.0,12.0,Pala 1
49,24,5.0,12.0,Pala 2
44,31,5.0,12.0,Pala 2
28,17,5.0,12.0,Pala 2
7,45,5.0,12.0,Pala 1
40,17,5.0,12.0,Pala 2
47,36,5.0,12.0,Pala 2
18,25,5.0,12.0,Pala 1
47,8,5.0,12.0,Pala 2
38,34,5.0,12.0,Pala 2
45,7,5.0,12.0,Pala 2
27,19,5.0,12.0,Pala 2
45,41,5.0,12.0,Pala 2
26,21,5.0,12.0,Pala 2
3,18,5.0,12.0,Pala 1
14,29,5.0,12.0,Pala 1
34,27,5.0,12.0,Pala 2
36,34,5.0,12.0,Pala 1
0,42,5.0,12.0,Pala 1
2,10,5.0,12.0,Pala 1
46,30,5.0,12.0,Pala 2
23,48,5.0,12.0,Pala 1
26,47,5.0,12.0,Pala 1
39,38,5.0,12.0,Pala 1
35,35,5.0,12.0,Pala 1
33,29,5.0,12.0,Pala 1
28,22,5.0,12.0,Pala 2
23,18,5.0,12.0,Pala 2
23,11,5.0,12.0,Pala 2
41,14,5.0,12.0,Pala 2
3,30,5.0,12.0,Pala 1
2,42,5.0,12.0,Pala 1
33,36,5.0,12.0,Pala 1
48,36,5.0,12.0,Pala 2
22,14,5.0,12.0,Pala 2
22,28,5.0,12.0,Pala 1
44,49,5.0,12.0,Pala 1
4,42,5.0,12.0,Pala 1
30,25,5.0,12.0,Pala 2
40,43,5.0,12.0,Pala 1
5,1,5.0,12.0,Pala 2
36,19,5.0,12.0,Pala 2
9,14,5.0,12.0,Pala 1
39,3,5.0,12.0,Pala 2
6,21,5.0,12.0,Pala 1
38,49,5.0,12.0,Pala 1
37,37,5.0,12.0,Pala 1
20,22,5.0,12.0,Pala 1
19,25,5.0,12.0,Pala 1
2,10,5.0,12.0,Pala 1
21,27,5.0,12.0,Pala 1
46,1,5.0,12.0,Pala 2
3,7,5.0,12.0,Pala 1
27,28,5.0,12.0,Pala 1
11,10,5.0,12.0,Pala 1
37,36,5.0,12.0,Pala 2
35,17,5.0,12.0,Pala 2
46,49,5.0,12.0,Pala 1
40,13,5.0,12.0,Pala 2
4,9,5.0,12.0,Pala 1
12,34,5.0,12.0,Pala 1
22,8,5.0,12.0,Pala 2
49,34,5.0,12.0,Pala 2
29,10,5.0,12.0,Pala 2
36,43,5.0,12.0,Pala 1
24,11,5.0,12.0,Pala 2
47,2,5.0,12.0,Pala 2
26,38,5.0,12.0,Pala 1
13,13,5.0,12.0,Pala 1
47,27,5.0,12.0,Pala 2
46,10,5.0,12.0,Pala 2
35,38,5.0,12.0,Pala 1
38,24,5.0,12.0,Pala 2
15,20,5.0,12.0,Pala 1
21,9,5.0,12.0,Pala 2
20,42,5.0,12.0,Pala 1
20,14,5.0,12.0,Pala 2
7,18,5.0,12.0,Pala 1
48,47,5.0,12.0,Pala 1
15,21,5.0,12.0,Pala 1
30,20,5.0,12.0,Pala 2
41,43,5.0,12.0,Pala 1
9,31,5.0,12.0,Pala 1
31,49,5.0,12.0,Pala 1
33,22,5.0,12.0,Pala 2
8,12,5.0,12.0,Pala 1
16,4,5.0,12.0,Pala 2
10,3,5.0,12.0,Pala 2
31,27,5.0,12.0,Pala 1
9,13,5.0,12.0,Pala 1
21,7,5.0,12.0,Pala 2
16,8,5.0,12.0,Pala 1
3,34,5.0,12.0,Pala 1
47,36,5.0,12.0,Pala 2
46,20,5.0,12.0,Pala 2
24,17,5.0,12.0,Pala 1
20,32,5.0,12.0,Pala 1
36,7,5.0,12.0,Pala 2
37,48,5.0,12.0,Pala 1
48,16,5.0,12.0,Pala 2
0,42,5.0,12.0,Pala 1
24,30,5.0,12.0,Pala 1
35,33,5.0,12.0,Pala 2
16,5,5.0,12.0,Pala 2
40,21,5.0,12.0,Pala 2
23,13,5.0,12.0,Pala 2
1,2,5.0,12.0,Pala 2
39,11,5.0,12.0,Pala 2
14,35,5.0,12.0,Pala 1
31,11,5.0,12.0,Pala 2
38,44,5.0,12.0,Pala 1
5,1,5.0,12.0,Pala 2
0,1,5.0,12.0,Pala 1
46,14,5.0,12.0,Pala 2
22,22,5.0,12.0,Pala 1
38,28,5.0,12.0,Pala 2
16,16,5.0,12.0,Pala 1
33,31,5.0,12.0,Pala 2
40,6,5.0,12.0,Pala 2
28,29,5.0,12.0,Pala 1
8,27,5.0,12.0,Pala 1
12,13,5.0,12.0,Pala 1
5,43,5.0,12.0,Pala 1
5,29,5.0,12.0,Pala 1
19,16,5.0,12.0,Pala 1
2,31,5.0,12.0,Pala 1
16,45,5.0,12.0,Pala 1
48,5,5.0,12.0,Pala 2
11,23,5.0,12.0,Pala 1
47,5,5.0,12.0,Pala 2
46,26,5.0,12.0,Pala 2
44,17,5.0,12.0,Pala 2
0,23,5.0,12.0,Pala 1
16,36,5.0,12.0,Pala 1
2,23,5.0,12.0,Pala 1
25,37,5.0,12.0,Pala 1
14,33,5.0,12.0,Pala 1
35,39,5.0,12.0,Pala 1
31,46,5.0,12.0,Pala 1
31,14,5.0,12.0,Pala 2
3,10,5.0,12.0,Pala 1
17,21,5.0,12.0,Pala 1
48,23,5.0,12.0,Pala 2
18,0,5.0,12.0,Pala 2
42,17,5.0,12.0,Pala 2
34,43,5.0,12.0,Pala 1
39,11,5.0,12.0,Pala 2
13,42,5.0,12.0,Pala 1
32,27,5.0,12.0,Pala 1
13,39,5.0,12.0,Pala 1
33,6,5.0,12.0,Pala 2
3,22,5.0,12.0,Pala 1
23,20,5.0,12.0,Pala 2
28,33,5.0,12.0,Pala 1
18,10,5.0,12.0,Pala 2
5,21,5.0,12.0,Pala 1
32,41,5.0,12.0,Pala 1
48,34,5.0,12.0,Pala 2
39,28,5.0,12.0,Pala 2
18,41,5.0,12.0,Pala 1
0,27,5.0,12.0,Pala 1
4,17,5.0,12.0,Pala 1
26,13,5.0,12.0,Pala 2
15,17,5.0,12.0,Pala 2
5,27,5.0,12.0,Pala 1
39,23,5.0,12.0,Pala 2
12,7,5.0,12.0,Pala 2
47,41,5.0,12.0,Pala 1
34,44,5.0,12.0,Pala 1
18,7,5.0,12.0,Pala 2
11,3,5.0,12.0,Pala 2
